address,business_id,categories,city,name,postal_code,stars,state
9702 E Apache St,YEZwPK3drXe2PhIVV8-PDw,"Local Services, Funeral Services & Cemeteries, Cremation Services",Mesa,A Wise Choice Cremation & Funeral Services,85207,3.5,AZ
2800 Brighton Rd,_XmJ21ZpF_PzbKeKRcFEiA,"Funeral Services & Cemeteries, Local Services",Pittsburgh,Highwood Cemetery Assn,15212,3.5,PA
2350 E Greenway Rd,a6TBIVU26fvzUTR2ohLZUg,"Local Services, Funeral Services & Cemeteries",Phoenix,Shadow Mountain Mortuary,85022,5.0,AZ
4715 Penn Ave,dc1YcZSIfvQpWFQJ3kI9oA,"Funeral Services & Cemeteries, Local Services",Pittsburgh,Allegheny Cemetery,15224,5.0,PA
1815 S Dobson Rd,YgqE1HfxAqJQoYnZIYUK5g,"Local Services, Mortuary Services, Funeral Services & Cemeteries",Mesa,Lakeshore Mortuary,85202,4.0,AZ
2041 W Bonanza Rd,T8-bbA4WR0qEiCLBSIGBfQ,"Mortuary Services, Local Services, Cremation Services, Funeral Services & Cemeteries",Las Vegas,Clark County Funeral Services,89106,5.0,NV
1500 Las Vegas Blvd N,8xKRoEFsBf3l_x0MGhxR9g,"Funeral Services & Cemeteries, Local Services",Las Vegas,Woodlawn Cemetery,89101,2.5,NV
1141 St Clair Ave West,cNSUWLDiM_0sNB9kyQSsKg,"Funeral Services & Cemeteries, Local Services",Toronto,Jerrett Funeral Homes,M6E 1B1,2.5,ON
,p_wf4h0KuxDlCmNV-n1nRw,"Funeral Services & Cemeteries, Antiques, Wills, Trusts, & Probates, Estate Liquidation, Professional Services, Home Services, Lawyers, Estate Planning Law, Real Estate, Local Services, Shopping, Auction Houses",Phoenix,Blue Leaf Estate Auctions,85282,3.5,AZ
3610 N Rancho Dr,c80LfQlZ6zPW7As3FqXwWw,"Local Services, Funeral Services & Cemeteries, Mortuary Services",Las Vegas,Heritage Mortuary,89130,3.0,NV
4033 N 19th Ave,36GBM2SXQ45gwuTvWbzFiA,"Local Services, Funeral Services & Cemeteries",Phoenix,Accu-Care Cremation & Funerals,85015,5.0,AZ
3919 Raymert Dr,UJqNbA7VHRpmVjgVLWfEfA,"Funeral Services & Cemeteries, Local Services",Las Vegas,Valley Funeral Home,89121,2.5,NV
2697 E Eldorado Ln,a4suStdiexCeNzwpZ-XDBQ,"Funeral Services & Cemeteries, Local Services",Las Vegas,King David Memorial Chapel,89120,4.5,NV
2621 S Rural Rd,E8U6piHxbHUFw_LtF6FbpQ,"Funeral Services & Cemeteries, Local Services",Tempe,Richardson Funeral Home,85282,5.0,AZ
301 Curry Hollow Rd,NrS4daTaivfO0AxT8-9Ung,"Local Services, Funeral Services & Cemeteries",Pittsburgh,Jefferson Memorial Cemetery & Funeral Home,15236,3.0,PA
2700 Mt Royal Blvd,faidYYQMviHd48D8eRCiWA,"Local Services, Funeral Services & Cemeteries",Glenshaw,Mt. Royal Memorial Park,15116,2.5,PA
"5620 N 7th St, Ste 2",4xqj4joZyqq-_-44dXVcdw,"Home Decor, Local Services, Home & Garden, Flowers & Gifts, Funeral Services & Cemeteries, Shopping, Florists",Phoenix,Flowers by Joe Gregory,85014,4.5,AZ
91 S Martin Luther Kg Blvd,hwZ2lxIMR1kJcCUY0PT9rA,"Furniture Stores, Home Decor, Local Services, Mattresses, Funeral Services & Cemeteries, Home & Garden, Shopping",Las Vegas,Ashley HomeStore,89106,2.5,NV
1599 S Dallas Ave,6TIpZZEubM0c4ASnMpr81A,"Funeral Services & Cemeteries, Local Services",Pittsburgh,The Homewood Cemetery,15217,5.0,PA
2127 W Charleston Blvd,ybYuJZ9R58iPL2JhtUi1PA,"Local Services, Funeral Services & Cemeteries",Las Vegas,Affordable Cremation & Burial Service,89102,3.5,NV
"8140 S Eastern Ave, Ste 3",Iy-PWtUd7mxSQutEcr5x7A,"Home & Garden, Wedding Planning, Gift Shops, Local Services, Nurseries & Gardening, Florists, Funeral Services & Cemeteries, Event Planning & Services, Floral Designers, Shopping, Flowers & Gifts, Caterers",Las Vegas,Windmill Floral Expressions,89123,4.5,NV
2828 Washington Rd,8maHJuWQeQIOinKJYq8_eA,"Cremation Services, Pets, Local Services, Funeral Services & Cemeteries, Pet Services",McMurray,Beinhauer Family Funeral Home and Cremation Services,15317,3.5,PA
3700 Forest Lawn Dr,V0pb46d6Wgb-03v8XViCyA,"Funeral Services & Cemeteries, Local Services, Professional Services, Pet Cremation Services, Pets, Pet Services",Matthews,Heritage Funeral and Cremation Services,28104,4.5,NC
2749 Mayfield Rd,0s03ippU5tXAxVV9ImjQvw,"Funeral Services & Cemeteries, Local Services",Cleveland,Mayfield Cemetery,44106,2.5,OH
8314 N 7th St,80wAHnKW55Uf_dVlMPiv7g,"Mortuary Services, Funeral Services & Cemeteries, Local Services",Phoenix,Hansen Mortuary,85020,4.5,AZ
1374 N Arizona Ave,hMABGe7cUibxTYMEi0H3lg,"Local Services, Mortuary Services, Cremation Services, Funeral Services & Cemeteries",Chandler,Legacy Funeral Home,85225,2.5,AZ
117 Sandusky St,bjLwFbzMtdAKWw6WuIRwSg,"Funeral Services & Cemeteries, Local Services, Hotels & Travel, Public Art, Local Flavor, Walking Tours, Tours",Pittsburgh,Andy Warhol's Grave,15212,5.0,PA
601 Lakeside Ave E,yTeTCkzIIw1rXatDWh_ISA,"Amateur Sports Teams, Active Life, Airports, Golf, Food, Convenience Stores, Funeral Services & Cemeteries, Home Services, Real Estate, Public Services & Government, Local Services, Property Management, Hotels & Travel, Landmarks & Historical Buildings",Cleveland,City of Cleveland,44114,3.5,OH
,4BkszfGUkOViE2pcLDaXUw,"Health & Medical, Local Services, Hospice, Counseling & Mental Health, Funeral Services & Cemeteries",Las Vegas,Uprooting Grief,89144,5.0,NV
"320 East Charleston, Ste 103",rm0haEzPjIf8E447aIua1A,"Local Services, Party & Event Planning, Funeral Services & Cemeteries, Florists, Flowers & Gifts, Floral Designers, Event Planning & Services, Shopping, Wedding Planning",Las Vegas,Exotic Florist,89104,3.5,NV
6265 Columbia Rd,QnF9GakIjlHuwqDP289lNg,"Funeral Services & Cemeteries, Local Services",North Olmsted,Sunset Memorial Park,44070,1.0,OH
2600 Todd Dr,JQThmnBqvs3WNxaw1hWfMw,"Pets, Local Services, Pet Services, Funeral Services & Cemeteries, Pet Cremation Services",Madison,Memorial Pet Services,53713,5.0,WI
21 Marion Dr,FB_TheCE-fX_Y7CcDnvwbQ,"Funeral Services & Cemeteries, Local Services",Las Vegas,Casa De Paz Funeraria,89110,5.0,NV
2357 Bloor Street W,8SraiTCYmrdS_ckkMtlo7A,"Local Services, Funeral Services & Cemeteries",Toronto,Turner & Porter,M6S 1P4,3.5,ON
30628 Detroit Rd,zKyXbR3n4D74IS9ppg4YyA,"Shopping, Local Services, Florists, Funeral Services & Cemeteries, Flowers & Gifts",Westlake,Allyson's Flowers,44145,1.0,OH
5357 E Main St,qC06kmkA9sUMthQT2huWjg,"Funeral Services & Cemeteries, Local Services, Pets, Pet Services, Pet Cremation Services",Mesa,All Pets Great & Small Cremation Service,85205,4.0,AZ
10940 E Chandler Heights Rd,aHVNI8hmRvZQS_X5TOmAwQ,"Funeral Services & Cemeteries, Local Services",Chandler,Valley of the Sun Mortuary & Cemetery,85248,3.0,AZ
4734 Butler St,ZcJGA1DV_3DLjArR-qDAMg,"Local Services, Funeral Services & Cemeteries",Pittsburgh,Allegheny Cemetery,15201,4.5,PA
1325 North Main St,OmWAUrbwb4ikm9TvAKecMw,"Funeral Services & Cemeteries, Cremation Services, Local Services, Mortuary Services",Las Vegas,Palm Downtown Mortuary,89101,3.5,NV
737 Dundas Street E,IFZYWAFEsmGezJzXe3SLoQ,"Local Services, Funeral Services & Cemeteries, Officiants, Event Planning & Services, Venues & Event Spaces",Mississauga,St. John's Dixie Cemetery and Crematorium,L4Y 2B5,3.5,ON
2150 Broadway,bB1hk9NA90htcNddaq-U5A,"Funeral Services & Cemeteries, Local Services",Lorain,Reidy-Scanlan-Giovannazzo Funeral Home,44052,5.0,OH
"11 South Stephanie St, Ste 140",zck-CEdZqOZK4EtZQp_fuA,"Funeral Services & Cemeteries, Cremation Services, Local Services",Henderson,National Cremation Society,89012,5.0,NV
375 Mount Pleasant Road,I8pcOpgsZOPdkg2sV73hiw,"Funeral Services & Cemeteries, Local Services",Toronto,Mount Pleasant Cemetery,M4T 2V8,4.0,ON
12316 Euclid Ave,Y4UHHfa_DeZaH4QFcd3YDw,"Public Services & Government, Arts & Entertainment, Landmarks & Historical Buildings, Museums, Local Services, Funeral Services & Cemeteries",Cleveland,Lake View Cemetery,44106,5.0,OH
"1525 W University Dr, Ste 102",s-xjtny7e8kjpIyE46qVBg,"Funeral Services & Cemeteries, Local Services",Tempe,All Options Funeral Home,85281,5.0,AZ
"4715-13th Street NE, Suite 105",Y5D6tBcIKwUYupXFg5HShw,"Cremation Services, Funeral Services & Cemeteries, Local Services",Calgary,Choice Memorial & Cremation Services,T2E 6M3,5.0,AB
"2121 Western Ave, Ste A3",3If0PeOeCrujpLV_NcVjHQ,"Professional Services, Cremation Services, Local Services, Funeral Services & Cemeteries",Las Vegas,McDermott's Funeral & Cremation Services,89102,4.0,NV
4935 Monroe Rd,xEvAqkjK22TiIXDFsXFjRQ,"Cremation Services, Local Services, Funeral Services & Cemeteries",Charlotte,Tribute Cremation Society,28205,3.5,NC
522 E Western Ave,F5H0xUQvYuDRgL7rrs4LIA,"Funeral Services & Cemeteries, Local Services",Avondale,Avenidas Funeral Chapel,85323,4.5,AZ
255 S Sirrine,T77ZF9Pl48GQNUMzbYt-bA,"Public Services & Government, Landmarks & Historical Buildings, Pet Services, Pets, Local Services, Funeral Services & Cemeteries, Shopping",Mesa,Western Monument,85210,5.0,AZ
8911 Woodbine Avenue,SBR_q4ZgZEnbC978BgCGvA,"Cremation Services, Local Services, Funeral Services & Cemeteries",Markham,Chapel Ridge Funeral Home and Cremation Centre,L3R 5G1,2.5,ON
1130 S Horne,GY0ATSXTwPqGCRYY6mQGBQ,"Local Services, Funeral Services & Cemeteries",Mesa,Rose Hill Funeral Home,85204,3.5,AZ
1985 S Taylor Rd,d58jnzS0vYVL7MpPlqS3jA,"Funeral Services & Cemeteries, Local Services",Cleveland Heights,Berkowitz-Kumin-Bookatz,44118,1.0,OH
8592 Darrow Rd,VyzaTwUyIQEKllXhIdSi1Q,"Funeral Services & Cemeteries, Local Services",Twinsburg,Crown Hill Cemetery,44087,3.5,OH
6021 University Ave,DWv4ONdxs8mv-QIsOFMjvA,"Cremation Services, Local Services, Funeral Services & Cemeteries, Mortuary Services",Madison,Cress Funeral & Cremation Service - University Chapel,53705,3.5,WI
1314 Middle St,mG7zUNc5CkX_gVezIAB6ew,"Local Services, Funeral Services & Cemeteries",Pittsburgh,Gary R Ritter Funeral Home,15215,3.5,PA
4460 E Thomas Rd,Ru9OuOTuR-_CVFsPv4FBFg,"Cremation Services, Local Services, Funeral Services & Cemeteries",Phoenix,National Cremation Society,85018,4.0,AZ
10913 Superior Ave,kiFJiCsG9j89XXqIQR7hGw,"Local Services, Funeral Services & Cemeteries",Cleveland,Watson's Funeral Home Inc,44106,3.5,OH
1297 Chemin de la Forêt,NZy2kfdaO1C0RWMaMUueHQ,"Sandwiches, Restaurants, Funeral Services & Cemeteries, Local Services",Outremont,Services Commémoratifs Mont-Royal,H2V 2P9,5.0,QC
7510 E Main St,EokmfTNuSlGrPU9kIUFKOA,"Local Services, Funeral Services & Cemeteries",Mesa,Horizon Funeral Care,85207,4.5,AZ
275 Lesmill Road,dQdClrRIXswXBGw89jtu6w,"Funeral Services & Cemeteries, Local Services",North York,The Simple Alternative Funeral Centres,M3B 2V1,4.5,ON
129 W Lake Mead Dr,EXKqX4twMNaotz1TaTWZdQ,"Cremation Services, Local Services, Funeral Services & Cemeteries",Henderson,Simple Cremation,89015,4.0,NV
727 E Morehead St,UITRYjNiZ3yb275H9MEq2A,"Funeral Services & Cemeteries, Local Services",Charlotte,Ellington Funeral Services,28202,5.0,NC
5301 Boulevard Décarie,u3ATEuuNTzMjH6fMzX6B3w,"Local Services, Professional Services, Funeral Services & Cemeteries, Shopping",Montréal,Kane & Fetterly Funeral Home - Salon Funéraire Kane & Fetterly,H3W 3C4,5.0,QC
407 S Decatur Blvd,vkxoB7r46rTtcbU-C_oSJg,"Florists, Event Planning & Services, Flowers & Gifts, Shopping, Floral Designers, Funeral Services & Cemeteries, Local Services",Las Vegas,All In Bloom,89107,5.0,NV
2337 W Van Buren St,qxAjZSdhxmF6v4I0snoT5w,"Local Services, Funeral Services & Cemeteries",Phoenix,American Monument Company,85009,4.0,AZ
719 N 27th Ave,AIiDJpO02tGACmf-9A427Q,"Local Services, Funeral Services & Cemeteries",Phoenix,Greenwood/Memory Lawn Mortuary,85009,3.0,AZ
10761 Grand Ave,IoMUTHajJFgJD0Jqqqt0PQ,"Funeral Services & Cemeteries, Local Services",Sun City,Palm Valley Funeral Home,85351,3.5,AZ
"41 Industrial Street, Unit 102",XTBwlJu97AYtWFIer2hlBQ,"Cremation Services, Local Services, Funeral Services & Cemeteries",Toronto,Affordable Burials & Cremations,M4G 0C7,5.0,ON
2033 N 48th St,zwcaswFrAX9HJ3h1mS7ytA,"Local Services, Funeral Services & Cemeteries",Phoenix,St. Francis Catholic Cemetery,85008,3.0,AZ
12420 N 103rd Ave,2y2d1wJrZAhHI2J7o2ndtg,"Venues & Event Spaces, Funeral Services & Cemeteries, Event Planning & Services, Local Services",Sun City,Menke Funeral & Cremation Center,85351,4.0,AZ
5650 E Main St,BpgFBpsfS4dCvljd4Pcxxw,"Mortuary Services, Funeral Services & Cemeteries, Local Services",Mesa,Sonoran Skies Mortuary,85205,3.5,AZ
2505 W Broadway Rd,DBpCKQvwJ0UpqRJEu7CDRA,"Local Services, Funeral Services & Cemeteries",Tempe,Double Butte Cemetery,85282,4.0,AZ
5203 Monona Dr,lBkGK2R8mEpyMFa33L2EXA,"Office Equipment, Local Services, Funeral Services & Cemeteries, Shopping",Madison,Gunderson Funeral Homes & Crematory,53716,3.0,WI
8022 York Rd,thFG6fpgVR1CEWGdj489kg,"Florists, Local Services, Flowers & Gifts, Shopping, Funeral Services & Cemeteries, Event Planning & Services, Wedding Planning",North Royalton,Blossom Shoppe,44133,5.0,OH
251 W Juniper Ave,5PAVtVod2BDLsSmzxpXA1A,"Funeral Services & Cemeteries, Local Services",Gilbert,Falconer Funeral Home,85233,4.0,AZ
33 Memory Gardens Lane,vgwwE3anX3UCgIoFWM2t0g,"Local Services, Funeral Services & Cemeteries",Toronto,Highland Memory Gardens Cemetery Crematorium,M2H 3C3,1.5,ON
