address,business_id,categories,city,name,postal_code,stars,state
"2580 St Rose Pkwy, Ste 330",8m1HM54_hE6UcQcxWTWMaA,"Professional Services, Real Estate Law, General Litigation, Employment Law, Immigration Law, DUI Law, Personal Injury Law, Lawyers, Consumer Law",Henderson,Cogburn Law Offices,89074,4.5,NV
"7371 Prairie Falcon Rd, Ste 120",u2oFzNViupoZpiqHNMQWOw,"Legal Services, Lawyers, Business Law, Professional Services, Wills, Trusts, & Probates, Estate Planning Law",Las Vegas,Law Office of Michael R Cahill,89128,5.0,NV
"174 S South St, Ste 301",6V7ApmKDl2bjGjDtSJqj8g,"Professional Services, Estate Planning Law, Legal Services, Mediators, Wills, Trusts, & Probates, Lawyers, Divorce & Family Law",Gastonia,McIlveen Family Law Firm,28052,1.5,NC
,ejOU6CuEdFjkBai-60Ot5A,"Legal Services, Estate Planning Law, Lawyers, Divorce & Family Law, Professional Services",Tempe,Legal Services Network,85283,2.0,AZ
"1771 E Flamingo Rd, Ste B-212",BM397qQH6MSZEesj6td2nA,"Divorce & Family Law, Business Law, Real Estate Law, Lawyers, General Litigation, Bankruptcy Law, Professional Services",Las Vegas,Law Office of Timothy P Thomas,89119,5.0,NV
"9960 W Cheyenne Ave, Ste 250",V_QDFLvgeWsRDvEPYajcrQ,"Personal Injury Law, Lawyers, Professional Services, Divorce & Family Law, Wills, Trusts, & Probates, Estate Planning Law",Las Vegas,Bowen Law Offices,89129,3.5,NV
"1100 8 Avenue SW, Suite 233",nex50Umab9MlR7a7nqMRCw,"Lawyers, Wills, Trusts, & Probates, Real Estate Law, General Litigation, Professional Services, Estate Planning Law, Legal Services",Calgary,Stemp & Company,T2P 3T8,3.5,AB
"357 Regis Ave, Ste 1",XI6dymC6spr_oWS-5HRyVQ,"General Litigation, Professional Services, Lawyers, Estate Planning Law, Personal Injury Law, Divorce & Family Law",Pittsburgh,Covelli Law Offices,15236,2.5,PA
"2701 Coltsgate Rd, Ste 210",M5wn7x59tByCIrndhOJ1ew,"Lawyers, Professional Services, Real Estate Law",Charlotte,Doyle & Wallace,28211,3.5,NC
"5594 S Fort Apache Rd, Ste 120",dVOPg7s0OZ4jIfE2d5ndFw,"Employment Law, Real Estate Law, Estate Planning Law, Criminal Defense Law, Professional Services, Lawyers, Divorce & Family Law",Las Vegas,Kristina Kirigin - vegas west attorneys,89148,5.0,NV
"5280 S Eastern Ave, Ste A-5",ZitMJD4J3_eRa71TBH6SkQ,"Local Services, Financial Services, Divorce & Family Law, Legal Services, Lawyers, Notaries, Professional Services, Estate Planning Law, DUI Law, Wills, Trusts, & Probates",Las Vegas,American Legal Services,89119,4.0,NV
"2500 N Buffalo Dr, Ste 100",Zh6fxrqsKqdSVmTK3roxBQ,"Handyman, Nightlife, Real Estate Law, Gay Bars, Lawyers, Property Management, Professional Services, Land Surveying, Real Estate Services, Bars, Real Estate, Home Services",Las Vegas,Triumph Property Management,89128,2.5,NV
"2620 Regatta Dr, Ste 219",EH38fH2s3rjTiOmxBK1HXw,"Legal Services, DUI Law, Bankruptcy Law, Real Estate Law, Personal Injury Law, Professional Services, Divorce & Family Law, Criminal Defense Law, Lawyers",Las Vegas,TCM Law Group,89128,4.0,NV
626 S 3rd St,7RL3qW5IqoD4Mu3X1bkjjA,"Professional Services, Tenant and Eviction Law, Business Law, Real Estate Law, Lawyers",Las Vegas,Law Office Of Steven Marzullo,89101,1.5,NV
"4500 S Lakeshore Dr, Ste 300",3NnOa7-4F9nff4xLOlaLeQ,"Mediators, Lawyers, Divorce & Family Law, Real Estate Law, Professional Services, Wills, Trusts, & Probates, Estate Planning Law",Tempe,McMurdie Law & Mediation,85282,4.0,AZ
721 Queen Street E,Dx82l_qYYnIDXVQUemVUpg,"Shopping, Lawyers, Estate Planning Law, Divorce & Family Law, Professional Services, Real Estate Law",Toronto,Korman & Company,M4M 1H1,3.0,ON
"5353 N 16th St, Ste 110",SEmaOR0RUjQgc74peILyGA,"Professional Services, Lawyers, Business Law, Real Estate Law, Employment Law",Phoenix,Dessaules Law Group,85016,5.0,AZ
"3200 N Central Ave, Ste 2500",QH0DO6XdXYyKJfDTMr-VZg,"Lawyers, Professional Services, General Litigation, Business Law, Real Estate Law",Phoenix,The Law Offices of Donald W Hudspeth,85012,5.0,AZ
"202 E Earll Dr, Ste 440",QMSHQ0dZbD0lGbjNzeXoLg,"Estate Planning Law, Personal Injury Law, Bankruptcy Law, Business Law, Real Estate Law, Lawyers, Professional Services",Phoenix,Bankruptcy Estate Planning Business Pros,85012,4.5,AZ
5800 W Glenn Dr,ho6i87iCPzqAiCjHlg-TzQ,"Immigration Law, Lawyers, Legal Services, Estate Planning Law, Personal Injury Law, Professional Services",Glendale,AJ Law- Glendale,85301,5.0,AZ
"2470 W Horizon Ridge Pkwy, Ste 120",ap8tUjQXMLY7ky9DiXlUqw,"Professional Services, Accountants, Financial Services, Tax Services, Lawyers, Estate Planning Law",Henderson,Arlint CPA,89052,4.5,NV
"11225 N 28th Dr, A105",Ykxb2sc4sFUmQ5jdfZLo7w,"Lawyers, Professional Services, Estate Planning Law, Business Law",Phoenix,Nicole Pavlik Law,85029,4.5,AZ
"20325 N 51st Ave, Ste 166",t3b1NQQhiYDQrKRoFI25yg,"Bankruptcy Law, Business Law, Estate Planning Law, Professional Services, Lawyers",Glendale,The Hindo Law Group,85308,5.0,AZ
"2201 Warden Avenue, Suite 200",41XhzOPK28B_DPLQVSFgwg,"Real Estate Services, Professional Services, Home Services, Lawyers, Real Estate Law, Real Estate",Toronto,Bradshaw & Mancherjee,M1T 1V5,5.0,ON
"8440 W Lake Mead Blvd, Ste 203",bWDBUSY4rFfyuwFor8cpeA,"Lawyers, Professional Services, Wills, Trusts, & Probates, Business Law, Estate Planning Law, Employment Law",Las Vegas,Law Office of Mary Chapman,89128,2.0,NV
"3027 E Warm Springs Rd, Ste 400",QEo_fzFScbNkt2s5YWiIFw,"Professional Services, Lawyers, Estate Planning Law",Las Vegas,Sundvick Legacy Center,89120,3.5,NV
"4000 S Eastern Ave Ste 200, Ste 200",unKlY4oQJk2sNrbvZXtk6A,"Real Estate Law, Professional Services, Lawyers, Bankruptcy Law, Estate Planning Law",Las Vegas,Law Offices of Randolph H Goldberg,89119,3.5,NV
"1455 E Tropicana Ave, Ste 750",Tfdbdi_gkbJkgFaOqWdw8g,"Personal Injury Law, Lawyers, Professional Services, Real Estate Law, Business Law",Las Vegas,Brandon L Phillips Attorney at Law,89119,3.0,NV
"63 E Main St, Ste 501",-wY_r9cud8uU2CAAYLmnIg,"Professional Services, Lawyers, Divorce & Family Law, Estate Planning Law, Employment Law, Personal Injury Law, Criminal Defense Law",Mesa,Rowley Chapman & Barney,85201,4.0,AZ
"7455 Arroyo Crossing Pkwy, Ste 220",OAJPzS_LPfxzvyi2N77i9w,"Bankruptcy Law, Wills, Trusts, & Probates, Divorce & Family Law, Estate Planning Law, Professional Services, Lawyers",Las Vegas,JK Nelson Law,89113,5.0,NV
"2601 E Thomas Rd, Ste 235",WzHvNjObVl3LqbG10JouIg,"Real Estate Law, Criminal Defense Law, Business Law, Personal Injury Law, Professional Services, DUI Law, Lawyers",Phoenix,"Cronus Law, PLLC",85016,3.5,AZ
"10000 W Charleston Blvd, Ste 100",dllOo-VaUY6JlqkYq_L-MQ,"Wills, Trusts, & Probates, Business Law, Divorce & Family Law, Estate Planning Law, Lawyers, Tax Law, Professional Services",Las Vegas,Law Firm of Jeffrey Burr,89135,4.0,NV
"7881 W Charleston Blvd, Ste 165",gXbnZhu_bspTGGbyFEAqlQ,"Lawyers, Estate Planning Law, Professional Services, Divorce & Family Law, General Litigation",Las Vegas,The Law Office of Sean D Lyttle,89117,5.0,NV
"2701 W Queen Creek Rd, Ste 3",IIdwLfMFIPKgkJUSm47mJw,"Lawyers, Professional Services, Wills, Trusts, & Probates, Estate Planning Law, Divorce & Family Law",Chandler,Keystone Law Firm,85248,3.5,AZ
"8090 N 85th Way, Ste 100",kSNSYw3ewEmeP_Py1k-dzA,"Lawyers, Estate Planning Law, Professional Services",Scottsdale,"William S Graves, PC",85258,3.5,AZ
"14300 N Northsight Blvd, Ste 129",L6omP1KmO9q_QP8VDVesYw,"Professional Services, Lawyers, Bankruptcy Law, Real Estate Law, Divorce & Family Law",Scottsdale,Canterbury Law Group,85260,4.0,AZ
"10655 Park Run Dr, Ste 130",C6FmC_gV1Xj01EquZhyH2A,"Estate Planning Law, Lawyers, Professional Services, Divorce & Family Law",Las Vegas,"Cooper Coons, Ltd.",89144,5.0,NV
"6767 W Tropicana Ave, Ste 200",FTgr7u4G27hiGzC0RG1anA,"Lawyers, Real Estate Law, Wills, Trusts, & Probates, Estate Planning Law, Professional Services, Bankruptcy Law",Las Vegas,Hurtik Law And Associates,89103,4.0,NV
"4900 N Scottsdale Rd, Ste 1500",MbHAT7X7A3eChSiKJ7kpGg,"Lawyers, Professional Services, Estate Planning Law, Divorce & Family Law, Mediators",Scottsdale,Hildebrand Law,85251,2.0,AZ
2650 E Southern Ave,HNqx9qb0lYMa4-Wxh9Jmtw,"Business Law, Tenant and Eviction Law, Lawyers, General Litigation, Professional Services, Real Estate Law, Estate Planning Law",Mesa,The Law Offices of Mark A Tucker,85204,4.0,AZ
"10120 S Eastern Ave, Ste 207",jE_vBvX_90XbPE-zR3HBEg,"Real Estate Law, Business Law, Lawyers, Bankruptcy Law, Estate Planning Law, Professional Services",Henderson,Christopher Legal,89052,5.0,NV
"80 E Rio Salado Pkwy, Ste 401, Davis Miles McGuire Gardner, PLLC",ZwPbVPG-PdHCu87xBJerFg,"Lawyers, Estate Planning Law, Professional Services, Real Estate Law",Tempe,John W Skabelund,85281,5.0,AZ
"400 S Tryon St, Ste 950",09T-C1mxwtVLnpf7wkrtbw,"Lawyers, Divorce & Family Law, Real Estate Law, Professional Services, Estate Planning Law, Wills, Trusts, & Probates, Mediators",Charlotte,McIlveen Family Law Firm,28202,5.0,NC
7309 Flint Road SE,OVCGvGRCu9JNFsPHNMjyrA,"Real Estate Law, Immigration Law, Divorce & Family Law, Lawyers, Professional Services",Calgary,Kahane Law Office Barristers & Solicitors,T2H 1G3,3.5,AB
"4020 N 20th St, Ste 217",GvMDR-ORMq--lzGZz87Osg,"Real Estate Law, Lawyers, Legal Services, Bankruptcy Law, Tax Law, Business Law, Professional Services",Phoenix,Denny & Boulton,85016,4.5,AZ
"5225 N Central Ave, Ste 109",ldTRWbBJDaUzSpMrYf5TYw,"Professional Services, Personal Injury Law, Lawyers, Estate Planning Law",Phoenix,Law Offices of David M Morrison,85012,4.5,AZ
"5799 Yonge St, Unit 803",zeZDWjdu4BYPUsmoibflgQ,"Notaries, Local Services, Real Estate Law, Lawyers, Professional Services",North York,Stephen H Shub Professional Corporation,M2M 3V3,1.5,ON
"2 E Mifflin St, Ste 200",GAPcAbp8O9WU7C8oafg1rA,"Divorce & Family Law, Personal Injury Law, Employment Law, Business Law, Professional Services, Estate Planning Law, Lawyers, Criminal Defense Law",Madison,Axley Attorneys,53703,1.0,WI
"7251 W Lake Mead Blvd, Ste 300",arCeGBnhdO-cvPh7up_UYQ,"Estate Planning Law, Professional Services, Divorce & Family Law, Lawyers, Bankruptcy Law",Las Vegas,Discount Las Vegas Lawyer,89128,4.0,NV
39 Oneida Crescent,KNE803AH9DItB5Fmw8sY4Q,"Real Estate, General Litigation, Real Estate Services, Local Services, Home Services, Notaries, Lawyers, Real Estate Law, Professional Services, Legal Services",Richmond Hill,Notary Public and Commissioner of Oaths,L4B 4T9,5.0,ON
PH9 330 Highway 7 E,eETNHbePcdICuK3juORqng,"Home Services, Real Estate Law, Divorce & Family Law, Notaries, Real Estate Services, Local Services, Real Estate, Bankruptcy Law, Lawyers, General Litigation, Professional Services",Richmond Hill,Hosseini Law Firm,L4B 3P8,1.0,ON
"10777 W Twain Ave, Ste 300",ZNDkx6TMMa3GhXTwIxD2iw,"DUI Law, Bankruptcy Law, Real Estate Law, Criminal Defense Law, Estate Planning Law, Contract Law, Professional Services, Workers Compensation Law, Divorce & Family Law, Lawyers",Las Vegas,Black & LoBello Attorneys at Law,89135,4.0,NV
"50 Peel Centre Drive, Suite 203",NGD0EbFXgxO8aBE-I3V8ZQ,"Local Services, Estate Planning Law, Real Estate Law, Lawyers, Notaries, Professional Services",Brampton,David Cohen,L6T 0E2,2.5,ON
"5602 - 4th Street NW, Unit 8",aeBxmhNVO_B-q3Crw6CV1w,"Lawyers, Professional Services, Real Estate Law",Calgary,Gottlieb & Tillier Law Office,T2K 1B3,1.0,AB
"20325 N 51st Ave, Ste 176",khgwZC-8xpe0Z93g00gunw,"Tax Law, Business Law, Estate Planning Law, Professional Services, Wills, Trusts, & Probates, Patent Law, Lawyers",Glendale,Hirschi Law,85308,4.5,AZ
209 - 10836 24th Street SE,4Mjx19JQES_hFG1UaWDrYQ,"Divorce & Family Law, Real Estate Law, Lawyers, Business Law, Professional Services",Calgary,Masuch Albert,T2Z 4C9,1.0,AB
"871 Coronado Center Dr, Ste 200",U26pp1q7AAEzV4qiWXnyTQ,"Divorce & Family Law, Lawyers, Wills, Trusts, & Probates, Professional Services, Estate Planning Law",Henderson,Goulet Law,89052,5.0,NV
"199 N Arroyo Grande Blvd, Ste 200",ncUm6eMhC2KKy_kr3H2FVw,"Bankruptcy Law, Real Estate Law, Professional Services, Lawyers",Henderson,Law Office of Hayes & Welsh,89074,3.5,NV
"150 N Durango Dr, Ste 230",Br-egAN-3IeTRNGB-ZVuVQ,"General Litigation, Professional Services, Wills, Trusts, & Probates, Divorce & Family Law, Estate Planning Law, Lawyers, Business Law",Las Vegas,Escobar & Associates Law Firm,89145,4.5,NV
"10101 W Bell Rd, Ste 101",cg869RMZw96uCL9CUjcnAg,"Professional Services, Lawyers, Estate Planning Law, General Litigation",Sun City,Gorman & Jones,85351,1.0,AZ
9035 E Mountain View Rd,aw9ceCRoSzkYqXBwp3-WQQ,"Investing, Tax Services, Financial Services, Wills, Trusts, & Probates, Lawyers, Financial Advising, Professional Services, Estate Planning Law",Scottsdale,Grand Canyon Planning Associates,85258,3.5,AZ
1401 N Green Valley Pkwy,zoKoQF2lSXYxiQlLdly_NA,"Professional Services, Lawyers, Real Estate Law, Estate Planning Law",Henderson,Lawyers Title of Nevada,89074,1.0,NV
"10161 Park Run Dr, Ste 150",-DjKNypuO9ZthIuKbg718Q,"Real Estate Law, Wills, Trusts, & Probates, Professional Services, Estate Planning Law, Legal Services, General Litigation, Business Law, Personal Injury Law, Lawyers, Divorce & Family Law",Las Vegas,"Vaksman Khalfin, PC",89145,5.0,NV
"7227 N 16th St, Ste 118",MZyovtEiw1pJe00dxm6oRA,"Bankruptcy Law, Printing Services, Professional Services, Health & Medical, Local Services, Divorce & Family Law, Estate Planning Law, Lawyers, Legal Services, Personal Injury Law",Phoenix,Legal Resource Center,85020,3.5,AZ
"5010 E Shea Blvd, Ste 205",149rGuvIq4Zm4nUylf4GZw,"Wills, Trusts, & Probates, Professional Services, Lawyers, Personal Injury Law, Estate Planning Law",Scottsdale,The Law Office of Libby Banks,85254,5.0,AZ
"14555 N Scottsdale Rd, Ste 320",25D60KVvKrHkCpKI7ZxUsQ,"Business Law, Lawyers, Personal Injury Law, Professional Services, Real Estate Law, General Litigation, DUI Law",Scottsdale,Thomas Law PLLC,85254,5.0,AZ
"702 E Osborn Rd, Ste 200",QtkgjYAkXHhPKObhmq44jA,"Professional Services, Lawyers, Divorce & Family Law, Bankruptcy Law, Real Estate Law, Employment Law, Personal Injury Law",Phoenix,"Burch & Cracchiolo, P.A.",85014,4.0,AZ
503 - 110 Wellesley Street E,KHe-pIBItCyngCDPoux0NA,"Estate Planning Law, Wills, Trusts, & Probates, Professional Services, Divorce & Family Law, Lawyers, Real Estate Law",Toronto,Colin Lyle Family Lawyer,M4Y 1J1,1.0,ON
"1166 E Warner Rd, Ste 101",yJzed89fX2QiIR3Ja9sYxg,"Professional Services, Estate Planning Law, Wills, Trusts, & Probates, Lawyers",Gilbert,Steven M Jackson Law Group,85296,5.0,AZ
"7255 E Hampton Ave, Bldg 4, Ste 127",gou1CWjWCS_X6LwlNGgY3Q,"Professional Services, Personal Injury Law, Lawyers, Employment Law, Divorce & Family Law, Bankruptcy Law, Estate Planning Law, Wills, Trusts, & Probates, Social Security Law",Mesa,Atchley Law Firm - Bankruptcy Attorney,85209,5.0,AZ
7322 E Thomas Rd,tB_UoqV2LVP9IM9eHo6Cng,"Legal Services, General Litigation, DUI Law, Divorce & Family Law, Lawyers, Professional Services, Criminal Defense Law, Estate Planning Law",Scottsdale,"Owens & Perkins, Attorneys at Law",85251,3.5,AZ
"6320 E Thomas Rd, Ste 302",GNfFziPrUAlibonlaYBBew,"Business Law, Real Estate Law, Professional Services, Wills, Trusts, & Probates, Estate Planning Law, Lawyers",Scottsdale,Harold J Bliss Jr Attorney at Law,85251,5.0,AZ
1237 S Val Vista Dr,H2wVgHlFIQHbJYWtB0aLyg,"Lawyers, Real Estate Law, Estate Planning Law, Professional Services, Business Law",Mesa,Winsor Law Group,85204,5.0,AZ
346 E Palm Ln,i6G3zsEJIqpGktMWyffXjw,"Real Estate Law, Financial Services, Lawyers, Professional Services, Insurance, Business Law, Estate Planning Law, Wills, Trusts, & Probates, Divorce & Family Law",Phoenix,"Forakis Law Firm, PLC",85004,5.0,AZ
"10155 W Twain Ave, Ste 100",jCAOrAZjKpfhiT-nV7JNqg,"Estate Planning Law, Tax Law, General Litigation, Lawyers, Real Estate Law, Wills, Trusts, & Probates, Professional Services, Personal Injury Law",Las Vegas,Goodsell & Olsen,89147,2.5,NV
1070 Major Mackenzie Drive E,efS8c59z4TUZDAUeBcpUfw,"Legal Services, Real Estate Law, Lawyers, Local Services, Notaries, Professional Services",Richmond Hill,Axess Law,L4S 1P3,3.5,ON
"16427 N Scottsdale Rd, Ste 300",7AC0apYjXXNpauPrUvZAgg,"Real Estate Law, Divorce & Family Law, Lawyers, Business Law, Estate Planning Law, Employment Law, Professional Services, Personal Injury Law",Scottsdale,"Hymson Goldstein & Pantiliat, PLLC",85254,3.5,AZ
"400 E Van Buren St, Ste 1900",IZB4TikyAr86J9dPTwQF4w,"Public Services & Government, Real Estate Law, Legal Services, Professional Services, Bankruptcy Law, Criminal Defense Law, Employment Law, Lawyers",Phoenix,Snell & Wilmer,85004,1.0,AZ
"8716 Spanish Ridge Ave, Ste 115",qJKgaN3D1lgRkO8qGLoUHA,"Professional Services, Real Estate Law, Personal Injury Law, Medical Law, Business Law, Lawyers, General Litigation",Las Vegas,Ayon Law,89148,4.0,NV
72 Berkeley Street,mb6e5-4s6YIaQAlbPHuWyQ,"Home Services, Lawyers, Real Estate Services, Professional Services, Real Estate, Real Estate Law",Toronto,Feld Kalia Professional Corporation,M5A 2W7,2.5,ON
"40 N Center St, Ste 200",dIkwnJgYdep2OjxfY1utWQ,"Criminal Defense Law, Personal Injury Law, Lawyers, DUI Law, Estate Planning Law, General Litigation, Professional Services, Bankruptcy Law, Divorce & Family Law",Mesa,JacksonWhite Attorneys at Law,85201,3.5,AZ
"3115 S Price Rd, Ste 111",NTEYcGsRi5RuhoDGUDQUqQ,"Estate Planning Law, Lawyers, Professional Services, Divorce & Family Law, DUI Law, Criminal Defense Law",Chandler,Stewart Law Group,85248,3.5,AZ
"1490 S Price Rd, Ste 301",f0x5Rl66SLsGBWkxjTBXmw,"Tax Law, Business Law, Legal Services, Lawyers, Estate Planning Law, Bankruptcy Law, Professional Services, Real Estate Law",Chandler,Nielsen Law Group,85286,4.5,AZ
"3595 S Town Center Dr, Ste 111",MVpx99bDf_ejKG8Wea4YdA,"Professional Services, Lawyers, Business Law, Estate Planning Law",Las Vegas,Michaud Law Office,89135,5.0,NV
"20525 Center Ridge Rd, Ste 626",zPN8k5J4yJ7OOUD3kSOsXQ,"Employment Law, Divorce & Family Law, Lawyers, Professional Services, Wills, Trusts, & Probates, Bankruptcy Law, Estate Planning Law",Rocky River,Laubacher,44116,1.0,OH
"1760 East Pecos Rd, Ste 332",aBmofmtM0yWJT_-fjPu0Hw,"Wills, Trusts, & Probates, Criminal Defense Law, Estate Planning Law, Lawyers, Professional Services, Divorce & Family Law, DUI Law",Gilbert,Oliverson & Huss Law PLLC - Your Arizona Legal Team,85295,3.5,AZ
"2001 East Campbell Ave, Ste 203",wEuj893iaOZBciHHaxE4sA,"Lawyers, Professional Services, Legal Services, Wills, Trusts, & Probates, Estate Planning Law, Elder Law",Phoenix,"Emily R Taylor, Attorney",85016,5.0,AZ
"2600 Paseo Verde Pkwy, Ste 200, Jeffrey L Burr Estate Planning Probate Attorneys",XRtWxLQG4rt1UXhD9E8g8A,"Wills, Trusts, & Probates, Tax Law, General Litigation, Professional Services, Estate Planning Law, Lawyers, Business Law",Henderson,Jeffrey L Burr,89074,4.0,NV
"1152 E Greenway St, Ste 3",xY0nJz981I_ZPbHC3j0KwQ,"Business Law, Divorce & Family Law, Bankruptcy Law, Wills, Trusts, & Probates, Legal Services, Lawyers, Professional Services, Estate Planning Law",Mesa,Dynasty Legal Documents,85203,5.0,AZ
"1212 E Osbord Rd, Ste 109",k92sBeLNsJRULNTcyCb8jA,"Real Estate Law, Bankruptcy Law, Professional Services, Lawyers, Divorce & Family Law, Health & Medical, Doctors, Business Law, Estate Planning Law, Family Practice, Criminal Defense Law",Phoenix,Dean W O'Connor Attorney At Law,85014,3.5,AZ
15249 N 99th Ave,dKNohFodgYO2BZWXlw16gA,"Personal Injury Law, Divorce & Family Law, Lawyers, Estate Planning Law, Professional Services, General Litigation, Criminal Defense Law, Business Law, Real Estate Law",Sun City,"Mushkatel, Robbins & Becker",85351,2.5,AZ
"852 Gold Hill Rd, Ste 201",DaNmJp8_CsO2XRt_j5PzDg,"DUI Law, Lawyers, Professional Services, Estate Planning Law, Business Law, Wills, Trusts, & Probates",Fort Mill,Nosal & Jeter,29708,4.5,SC
"700 E Baseline Rd, Ste C3",dXWRvFWkie_9QFo4NnnFbA,"Estate Planning Law, Financial Services, Lawyers, Bankruptcy Law, Professional Services, Debt Relief Services",Tempe,Arizona Credit Law Group,85283,4.0,AZ
"3225 McLeod Dr, Ste 100",NK-4b3WvDQBr0R98IWZasA,"Financial Services, Professional Services, Business Consulting, Lawyers, General Litigation, Business Law, Accountants, Tax Services, Real Estate Law, Bookkeepers",Las Vegas,Anderson Business Advisors,89121,5.0,NV
"16421 N Tatum Blvd, Ste 207",adWtEDSd5KM06pdz2_BSAA,"Lawyers, Estate Planning Law, General Litigation, Professional Services, Wills, Trusts, & Probates",Phoenix,McDonald Warner,85032,5.0,AZ
"4425 N 24th St, Ste 225",vcX6p12cUL2WJTcd1f39bg,"Lawyers, Real Estate Law, Personal Injury Law, Professional Services",Phoenix,Southwest Injury Law,85016,5.0,AZ
"1070 W Horizon Ridge Pkwy, Ste 100",l40n_LkJgRyzzMFqcvAVNg,"Estate Planning Law, Divorce & Family Law, Criminal Defense Law, Professional Services, Wills, Trusts, & Probates, Lawyers",Henderson,Throne & Hauser,89012,3.5,NV
11509 Lorain Rd,_73OK2Zv7CaaSKIoD5Nz7A,"Personal Injury Law, Criminal Defense Law, Lawyers, Real Estate Law, Business Law, Professional Services",Cleveland,Norman & Tayeh,44111,5.0,OH
15425 S 40th Pl,SVy9qqmNwNLtuRrk4WVHFA,"Estate Planning Law, Wills, Trusts, & Probates, Lawyers, Professional Services",Phoenix,Four Peaks Planning,85044,4.5,AZ
500 Copper Creek Drive,Sqh9QBgUjLaSOLhSrrMNSw,"Estate Planning Law, Personal Injury Law, Divorce & Family Law, Lawyers, Home Services, Notaries, Real Estate, Real Estate Law, Professional Services, Local Services",Markham,Axess Law,L6B 0S1,1.0,ON
5940 S Rainbow Blvd,NnLOlAlFp5NvjnwP0T6Dcg,"Bankruptcy Law, Lawyers, Personal Injury Law, Professional Services, Estate Planning Law, Real Estate Law, Divorce & Family Law",Las Vegas,Devine Law Firm,89118,4.0,NV
"2799 E Tropicana Ave, Ste H",RvygcPI_cVQURQPqfLCCNA,"Professional Services, Local Services, Notaries, Lawyers, Divorce & Family Law, Legal Services, Estate Planning Law","Las Vegas,",Legal Forms Nevada,89121,4.0,NV
"2451 S Buffalo Dr, Ste 100",XB8s1-9MyiBta7IcwUjN5g,"Adult Education, Wills, Trusts, & Probates, Professional Services, Divorce & Family Law, Education, Estate Planning Law, Lawyers",Las Vegas,Law Offices of Gary L Fales & Associates,89117,2.5,NV
"11240 N Tatum Blvd, Ste 110",7pjlcize2W62P28XWDr9NQ,"Lawyers, Professional Services, Personal Injury Law, Bankruptcy Law, Divorce & Family Law, Estate Planning Law, Wills, Trusts, & Probates",Phoenix,Loose Law Group,85028,4.5,AZ
"1757 E Baseline Rd, Ste 118",jwy8e-QOVEz6mHDACkGL9w,"Insurance, Investing, Professional Services, Legal Services, Financial Advising, Accountants, Tax Services, Wills, Trusts, & Probates, Lawyers, Estate Planning Law, Financial Services",Gilbert,Wealth Guardian Group,85233,5.0,AZ
,p_wf4h0KuxDlCmNV-n1nRw,"Funeral Services & Cemeteries, Antiques, Wills, Trusts, & Probates, Estate Liquidation, Professional Services, Home Services, Lawyers, Estate Planning Law, Real Estate, Local Services, Shopping, Auction Houses",Phoenix,Blue Leaf Estate Auctions,85282,3.5,AZ
1322 5th Ave,RSAit8Yods_DpyQYyvHjmg,"Divorce & Family Law, Professional Services, Bankruptcy Law, Estate Planning Law, General Litigation, Lawyers, Employment Law",Coraopolis,Law Offices of Max C. Feldman,15108,5.0,PA
"40 E Horizon Ridge Pkwy, Ste 101",5Vdn2nweL2nMusPDZAR8rg,"Real Estate Services, Lawyers, Home Services, Property Management, Real Estate Agents, Real Estate, Professional Services, Real Estate Law, Commercial Real Estate",Henderson,Nevada Desert Realty & Property Management,89002,5.0,NV
"3017 W Charleston Blvd, Ste 54",t0q28iYHRHuEaYHwlk0alg,"Criminal Defense Law, Estate Planning Law, Professional Services, Legal Services, Lawyers, Wills, Trusts, & Probates, Divorce & Family Law",Las Vegas,Accolade Law,89102,5.0,NV
,Zdl-pmteQRZv9FLYWCkqPg,"Professional Services, Tenant and Eviction Law, Legal Services, Real Estate Law, Lawyers, Real Estate Services, Real Estate, Home Services",Las Vegas,Vegas Evictions,89193,5.0,NV
1015 Bloor Street W,voOR2o9ULNynDKh2Lve8Cw,"Divorce & Family Law, Lawyers, Business Law, Immigration Law, Real Estate Law, Notaries, Criminal Defense Law, Professional Services, Local Services",Toronto,Costa Law Firm,M6H 1M1,3.5,ON
"2500 S Power Rd, Ste114",wOF1wFytMH8p8uBOcgLLAA,"Estate Planning Law, Professional Services, Lawyers, Wills, Trusts, & Probates",Mesa,Hough Law Offices,85209,4.0,AZ
508 East Blvd,gnt1hLT7RBdXLTWwThs53Q,"Divorce & Family Law, Lawyers, Wills, Trusts, & Probates, Professional Services, Estate Planning Law",Charlotte,Miller Bowles Law,28203,3.5,NC
"84 Rue Notre-Dame O., Suite 200",4L8KyWp2SUHhUVXAUg9M1A,"Legal Services, Lawyers, Professional Services, Divorce & Family Law, DUI Law, Criminal Defense Law, Real Estate Law",Montreal,S. Zalman Haouzi,H2Y 1S6,5.0,QC
"1108 E Greenway St, Ste 1",pJqJMxiqEoA3u3o69CfG3Q,"General Litigation, Lawyers, Professional Services, Business Law, Divorce & Family Law, Real Estate Law",Mesa,McKindles Law Firm,85203,4.0,AZ
"8988 W Cheyenne Ave, Ste 150",fk6hj7MXOYHXZlHEbuAO-Q,"Lawyers, Professional Services, Business Law, Estate Planning Law, Real Estate Law",Las Vegas,Borg Law Group,89129,5.0,NV
